customer_id,age_group,region,product,tenure_months,lifetime_value,nps_score,churn_risk,acquisition_channel
CX02145,26-35,North America,Pro Plan,6,30964.77,8,Low,Phone
CX02146,18-25,Asia Pacific,Add-on Services,10,15011.06,6,Medium,Mobile App
CX02147,26-35,Latin America,Enterprise Plan,11,26265.14,3,Low,Live Chat
CX02148,18-25,Europe,Enterprise Plan,36,23777.29,6,Low,Mobile App
CX02149,18-25,Europe,Basic Plan,5,38755.4,4,Low,Live Chat
CX02150,18-25,Latin America,Enterprise Plan,47,9356.74,8,Low,Mobile App
CX02151,18-25,Asia Pacific,Pro Plan,50,13980.7,0,High,Live Chat
CX02152,18-25,Latin America,Pro Plan,11,2893.05,2,Low,Mobile App
CX02153,55+,Asia Pacific,Enterprise Plan,30,12666.55,2,High,Website
CX02154,26-35,Europe,Basic Plan,5,49151.39,2,Low,Phone
CX02155,46-55,Latin America,Add-on Services,36,27302.71,6,High,Email
CX02156,55+,Asia Pacific,Add-on Services,49,12945.78,6,Low,Live Chat
CX02157,46-55,Europe,Basic Plan,14,4134.15,5,Medium,Website
CX02158,55+,Latin America,Add-on Services,25,15326.14,0,Medium,Email
CX02159,26-35,North America,Pro Plan,28,38866.07,2,Medium,Live Chat
CX02160,26-35,Asia Pacific,Add-on Services,16,7544.61,3,Medium,Phone
CX02161,46-55,Latin America,Add-on Services,46,23527.63,3,Medium,Mobile App
CX02162,46-55,North America,Pro Plan,10,44903.42,1,Medium,Phone
CX02163,18-25,Asia Pacific,Add-on Services,59,19634.56,10,Medium,Website
CX02164,55+,Asia Pacific,Enterprise Plan,53,25871.79,7,Low,Email
CX02165,18-25,Asia Pacific,Enterprise Plan,13,15861.92,8,Low,Website
CX02166,18-25,Europe,Enterprise Plan,4,1721.83,3,High,Live Chat
CX02167,36-45,North America,Add-on Services,26,17035.03,9,Medium,Phone
CX02168,55+,Asia Pacific,Enterprise Plan,24,3020.36,8,High,Website
CX02169,46-55,Latin America,Add-on Services,49,25941.6,10,High,In-Store
CX02170,55+,North America,Pro Plan,60,41323.29,5,High,In-Store
CX02171,46-55,Asia Pacific,Pro Plan,10,38224.38,3,Low,Live Chat
CX02172,46-55,Asia Pacific,Add-on Services,15,2573.64,4,Low,Mobile App
CX02173,26-35,Latin America,Pro Plan,27,40073.85,2,Medium,Live Chat
CX02174,55+,Asia Pacific,Pro Plan,1,49555.81,2,Low,Phone
CX02175,46-55,North America,Pro Plan,30,45799.13,2,High,Email
CX02176,18-25,North America,Add-on Services,52,45020.56,9,High,Phone
CX02177,46-55,Asia Pacific,Enterprise Plan,41,33414.6,8,Low,In-Store
CX02178,55+,Asia Pacific,Pro Plan,15,40839.13,6,Medium,Phone
CX02179,36-45,Asia Pacific,Add-on Services,47,49569.99,0,High,Phone
CX02180,36-45,North America,Pro Plan,36,11569.45,3,Low,Email
CX02181,26-35,North America,Enterprise Plan,27,37254.92,6,High,Phone
CX02182,36-45,North America,Pro Plan,11,31341.38,10,Low,Phone
CX02183,18-25,Latin America,Add-on Services,53,21892.3,6,Medium,Website
CX02184,36-45,Asia Pacific,Basic Plan,20,12166.27,7,Medium,Live Chat
CX02185,26-35,Latin America,Add-on Services,55,12138.01,3,High,Mobile App
CX02186,36-45,Europe,Enterprise Plan,38,19153.96,1,Low,Website
CX02187,18-25,North America,Pro Plan,35,21712.86,1,High,In-Store
CX02188,26-35,North America,Basic Plan,31,9289.87,2,Medium,Phone
CX02189,36-45,North America,Basic Plan,11,44697.55,5,Low,Website
CX02190,55+,North America,Basic Plan,40,510.55,3,Low,Email
CX02191,46-55,North America,Enterprise Plan,38,14925.71,8,Low,Live Chat
CX02192,36-45,Europe,Basic Plan,30,30505.3,4,Low,In-Store
CX02193,55+,North America,Add-on Services,39,11577.7,4,Low,Email
CX02194,36-45,Europe,Add-on Services,52,22899.17,8,Medium,Phone
CX02195,46-55,Latin America,Pro Plan,51,49237.63,4,High,Phone
CX02196,26-35,Europe,Add-on Services,10,35310.11,0,Low,Website
CX02197,55+,North America,Pro Plan,7,49912.17,2,Low,In-Store
CX02198,18-25,Asia Pacific,Enterprise Plan,45,16337.54,3,High,Email
CX02199,46-55,Latin America,Basic Plan,60,32393.4,10,High,In-Store
CX02200,55+,Asia Pacific,Pro Plan,58,23924.8,0,Medium,Mobile App
CX02201,46-55,Europe,Enterprise Plan,5,2921.15,4,Medium,Mobile App
CX02202,46-55,Latin America,Add-on Services,51,35602.52,5,Medium,Mobile App
CX02203,36-45,Latin America,Enterprise Plan,59,37699.95,2,Low,Mobile App
CX02204,36-45,Latin America,Basic Plan,32,43838.29,5,Low,Website
CX02205,26-35,Europe,Add-on Services,18,45411.69,2,Medium,Website
CX02206,18-25,Asia Pacific,Enterprise Plan,52,30936.41,5,Low,Website
CX02207,46-55,Europe,Pro Plan,10,16959.64,10,High,In-Store
CX02208,55+,Asia Pacific,Add-on Services,57,26672.39,9,High,Live Chat
CX02209,26-35,Latin America,Basic Plan,30,48225.05,9,High,Phone
CX02210,55+,Latin America,Basic Plan,19,16963.97,6,High,In-Store
CX02211,18-25,Latin America,Add-on Services,60,23445.38,9,High,Mobile App
CX02212,36-45,Europe,Add-on Services,17,15363.98,10,Low,Mobile App
CX02213,55+,Asia Pacific,Add-on Services,17,712.11,3,Low,Mobile App
CX02214,46-55,Europe,Add-on Services,1,21785.53,1,Medium,Live Chat
CX02215,55+,Latin America,Basic Plan,33,43493.02,10,Medium,Live Chat
CX02216,18-25,Latin America,Pro Plan,35,33233.79,4,Low,Mobile App
CX02217,46-55,Asia Pacific,Pro Plan,35,32977.08,0,High,Email
CX02218,18-25,Asia Pacific,Pro Plan,31,1524.2,2,High,In-Store
CX02219,36-45,Europe,Enterprise Plan,43,13226.08,2,Medium,Mobile App
CX02220,26-35,Asia Pacific,Basic Plan,49,46621.2,4,High,In-Store
CX02221,55+,North America,Basic Plan,10,43724.45,0,Low,Website
CX02222,36-45,Europe,Basic Plan,49,22838.93,1,High,Live Chat
CX02223,46-55,North America,Add-on Services,43,30911.12,1,Medium,Website
CX02224,36-45,Europe,Add-on Services,52,9870.36,4,High,Website
CX02225,55+,North America,Basic Plan,11,7717.74,2,High,In-Store
CX02226,55+,Europe,Add-on Services,60,37987.06,5,Low,Phone
CX02227,46-55,Latin America,Basic Plan,52,25864.78,6,Low,Mobile App
CX02228,26-35,Latin America,Basic Plan,48,11724.18,10,Medium,Live Chat
CX02229,46-55,Latin America,Enterprise Plan,42,18759.1,0,Low,Email
CX02230,26-35,North America,Enterprise Plan,2,49389.29,5,High,Phone
CX02231,46-55,North America,Enterprise Plan,56,23442.32,2,Low,Live Chat
CX02232,55+,North America,Pro Plan,31,24970.1,8,High,Phone
CX02233,18-25,North America,Enterprise Plan,16,15946.88,6,Medium,Website
CX02234,18-25,North America,Enterprise Plan,43,48221.86,2,High,Phone
CX02235,46-55,Europe,Enterprise Plan,22,42561.98,1,High,Phone
CX02236,18-25,Latin America,Enterprise Plan,48,15341.1,0,Low,Phone
CX02237,36-45,Europe,Basic Plan,56,7302.52,8,High,Live Chat
CX02238,18-25,Asia Pacific,Basic Plan,7,48744.63,5,Medium,Website
CX02239,26-35,Europe,Basic Plan,15,2929.4,4,High,Live Chat
CX02240,18-25,Asia Pacific,Enterprise Plan,7,44818.63,0,Medium,Email
CX02241,18-25,Asia Pacific,Enterprise Plan,48,3076.65,1,Low,Live Chat
CX02242,18-25,North America,Add-on Services,3,23726.54,5,Medium,Live Chat
CX02243,18-25,Asia Pacific,Pro Plan,38,47013.03,3,Low,Phone
CX02244,26-35,Europe,Basic Plan,41,40706.29,7,Low,In-Store
CX02245,26-35,Europe,Pro Plan,27,761.68,8,Medium,Live Chat
CX02246,26-35,Latin America,Pro Plan,4,21771.29,9,High,Email
CX02247,26-35,Asia Pacific,Enterprise Plan,9,20523.77,9,Medium,Live Chat
CX02248,36-45,Asia Pacific,Pro Plan,40,42878.93,1,High,Email
CX02249,36-45,Latin America,Basic Plan,8,20574.48,3,High,Phone
CX02250,26-35,Europe,Basic Plan,43,12814.62,0,Low,Mobile App
CX02251,18-25,North America,Add-on Services,9,48278.38,4,Low,Live Chat
CX02252,18-25,Europe,Basic Plan,54,34963.09,6,Low,Phone
CX02253,26-35,Latin America,Pro Plan,10,36353.55,1,Medium,Phone
CX02254,46-55,Latin America,Enterprise Plan,29,33324.43,10,Low,Mobile App
CX02255,46-55,Asia Pacific,Pro Plan,56,33459.92,10,Low,Email
CX02256,46-55,Asia Pacific,Add-on Services,4,12979.51,6,Medium,Mobile App
CX02257,18-25,North America,Add-on Services,34,14809.11,6,Low,Phone
CX02258,26-35,Asia Pacific,Enterprise Plan,12,21594.54,0,Medium,Live Chat
CX02259,18-25,Latin America,Enterprise Plan,20,32390.38,7,Low,In-Store
CX02260,36-45,Latin America,Add-on Services,18,8442.69,3,Medium,Mobile App
CX02261,18-25,Europe,Add-on Services,25,11334.21,8,High,In-Store
CX02262,26-35,North America,Enterprise Plan,47,18856.29,4,High,Website
CX02263,36-45,Asia Pacific,Add-on Services,2,3616.9,1,Low,Phone
CX02264,36-45,Europe,Pro Plan,41,25103.32,8,Low,Mobile App
CX02265,18-25,Asia Pacific,Add-on Services,37,17394.16,7,Low,Mobile App
CX02266,18-25,Asia Pacific,Add-on Services,17,34953.33,4,High,Mobile App
CX02267,46-55,Asia Pacific,Basic Plan,25,23856.8,3,Low,Phone
CX02268,18-25,Asia Pacific,Enterprise Plan,31,38066.86,8,Medium,Email
CX02269,26-35,Latin America,Basic Plan,45,4275.28,9,Low,Mobile App
CX02270,46-55,North America,Pro Plan,30,20911.81,1,Low,In-Store
CX02271,55+,Latin America,Pro Plan,15,37032.21,3,Medium,Website
CX02272,18-25,Asia Pacific,Basic Plan,59,29581.23,1,Medium,In-Store
CX02273,55+,Latin America,Pro Plan,6,17370.31,3,High,Website
CX02274,18-25,Asia Pacific,Pro Plan,3,24062.62,4,High,Mobile App
CX02275,18-25,Latin America,Pro Plan,51,20884.55,5,Low,Website
CX02276,55+,Europe,Enterprise Plan,1,21641.73,5,Medium,Email
CX02277,55+,Europe,Basic Plan,48,5326.8,10,High,Website
CX02278,36-45,Europe,Pro Plan,53,8269.23,0,High,Mobile App
CX02279,26-35,Europe,Pro Plan,9,15102.5,0,High,Email
CX02280,26-35,Europe,Basic Plan,8,36424.32,3,Medium,In-Store
CX02281,36-45,Latin America,Pro Plan,45,3631.77,2,Medium,Email
CX02282,18-25,Europe,Enterprise Plan,3,26884.97,10,Medium,Website
CX02283,18-25,Europe,Pro Plan,5,8110.12,1,Medium,Mobile App
CX02284,26-35,Asia Pacific,Enterprise Plan,57,22926.23,9,High,In-Store
CX02285,55+,Europe,Add-on Services,28,9020.68,7,Medium,Phone
CX02286,36-45,Europe,Basic Plan,13,20587.9,6,High,Email
CX02287,18-25,North America,Pro Plan,58,3162.71,8,Low,Live Chat
CX02288,46-55,Latin America,Pro Plan,4,26138.74,8,Low,Mobile App
CX02289,26-35,North America,Basic Plan,16,27180.64,1,Medium,Live Chat
CX02290,55+,North America,Enterprise Plan,17,16937.76,2,Low,Website
CX02291,46-55,Latin America,Pro Plan,9,40242.07,3,High,In-Store
CX02292,18-25,Europe,Add-on Services,5,21395.06,10,High,Website
CX02293,36-45,Latin America,Pro Plan,44,14177.41,5,Low,Website
CX02294,18-25,North America,Basic Plan,56,40575.08,0,Low,Phone
CX02295,26-35,North America,Basic Plan,45,9925.89,1,Medium,Live Chat
CX02296,36-45,North America,Basic Plan,47,7913.87,5,Medium,Email
CX02297,18-25,Asia Pacific,Enterprise Plan,17,8384.09,8,Low,Live Chat
CX02298,55+,Latin America,Enterprise Plan,32,26350.0,1,Low,Mobile App
CX02299,36-45,North America,Enterprise Plan,25,23709.28,8,Medium,Email
CX02300,18-25,North America,Basic Plan,1,33270.84,3,Medium,Phone
CX02301,36-45,North America,Enterprise Plan,47,26036.59,8,Low,Email
CX02302,46-55,North America,Pro Plan,27,7889.02,4,High,Mobile App
CX02303,36-45,Asia Pacific,Basic Plan,24,15851.26,2,High,Email
CX02304,18-25,North America,Add-on Services,4,20633.23,3,Medium,Live Chat
CX02305,55+,Latin America,Enterprise Plan,51,49937.68,9,High,Live Chat
CX02306,26-35,Europe,Basic Plan,4,13756.63,0,Low,Email
CX02307,36-45,North America,Basic Plan,17,31466.13,4,High,Mobile App
CX02308,55+,Latin America,Add-on Services,57,46579.54,8,Low,Email
CX02309,26-35,North America,Add-on Services,18,12490.25,10,Low,Mobile App
CX02310,46-55,Asia Pacific,Pro Plan,34,28785.31,10,High,In-Store
CX02311,36-45,Latin America,Enterprise Plan,11,1525.11,6,High,Mobile App
CX02312,36-45,Latin America,Pro Plan,7,15824.46,4,Low,Email
CX02313,18-25,Latin America,Enterprise Plan,41,19799.1,5,Medium,Phone
CX02314,18-25,Europe,Add-on Services,51,11839.41,10,Medium,Phone
CX02315,55+,Europe,Enterprise Plan,13,47981.31,0,High,Website
CX02316,46-55,Latin America,Enterprise Plan,27,39708.64,4,High,Live Chat
CX02317,55+,North America,Pro Plan,47,5893.78,3,High,In-Store
CX02318,55+,Europe,Enterprise Plan,22,36411.99,2,Medium,Live Chat
CX02319,18-25,Asia Pacific,Basic Plan,19,34497.96,0,Medium,Mobile App
CX02320,26-35,Europe,Pro Plan,49,41284.91,3,High,Phone
CX02321,55+,Asia Pacific,Basic Plan,26,36558.33,2,Low,Website
CX02322,18-25,Latin America,Add-on Services,47,43990.53,1,High,Website
CX02323,55+,Europe,Pro Plan,38,5025.23,10,Low,Email
CX02324,26-35,Europe,Add-on Services,42,16489.5,3,Low,Email
CX02325,18-25,North America,Basic Plan,59,37627.1,8,Medium,Phone
CX02326,46-55,North America,Add-on Services,33,42989.73,8,High,Live Chat
CX02327,18-25,North America,Pro Plan,14,41107.27,0,High,Website
CX02328,36-45,Latin America,Basic Plan,36,6831.4,9,High,Website
CX02329,26-35,Latin America,Enterprise Plan,31,32023.26,7,Medium,In-Store
CX02330,36-45,North America,Add-on Services,59,652.17,9,High,Mobile App
CX02331,46-55,Asia Pacific,Enterprise Plan,9,44351.26,1,Medium,Live Chat
CX02332,18-25,North America,Enterprise Plan,7,27191.85,3,Low,Email
CX02333,55+,Latin America,Enterprise Plan,54,1805.62,2,Medium,Mobile App
CX02334,26-35,Europe,Pro Plan,39,30297.25,2,Low,Mobile App
CX02335,46-55,Asia Pacific,Enterprise Plan,22,21204.31,1,Medium,Website
CX02336,36-45,Europe,Add-on Services,48,2621.25,5,High,Website
CX02337,36-45,Europe,Add-on Services,60,20077.08,6,High,Website
CX02338,55+,North America,Basic Plan,48,6874.93,0,Low,Mobile App
CX02339,18-25,Europe,Enterprise Plan,25,20192.6,9,Low,Website
CX02340,46-55,Europe,Add-on Services,5,16358.72,3,Low,Mobile App
CX02341,26-35,Asia Pacific,Enterprise Plan,23,3076.58,6,High,Live Chat
CX02342,26-35,Latin America,Basic Plan,32,31505.73,7,Medium,Live Chat
CX02343,26-35,Europe,Enterprise Plan,19,37608.34,0,Low,Mobile App
CX02344,36-45,North America,Add-on Services,50,10106.42,4,Low,Email
CX02345,55+,Europe,Add-on Services,3,10992.06,10,Medium,Live Chat
CX02346,18-25,North America,Basic Plan,43,18842.86,0,High,Website
CX02347,55+,Asia Pacific,Basic Plan,52,14822.81,9,Low,Website
CX02348,46-55,Asia Pacific,Pro Plan,26,37932.83,9,High,In-Store
CX02349,46-55,Latin America,Enterprise Plan,54,27858.58,9,High,In-Store
CX02350,46-55,North America,Enterprise Plan,10,26995.6,5,High,Email
CX02351,55+,Europe,Pro Plan,22,28484.32,4,Low,Live Chat
CX02352,36-45,Europe,Pro Plan,57,9923.6,2,Low,Phone
CX02353,26-35,Latin America,Add-on Services,37,28212.51,0,Medium,Live Chat
CX02354,18-25,Latin America,Pro Plan,26,32191.85,7,Medium,Website
CX02355,46-55,Europe,Pro Plan,20,28302.15,3,High,Live Chat
CX02356,26-35,Asia Pacific,Enterprise Plan,42,12576.11,8,Low,In-Store
CX02357,55+,North America,Enterprise Plan,53,652.08,5,Medium,In-Store
CX02358,18-25,Europe,Add-on Services,22,1982.02,2,Medium,Live Chat
CX02359,36-45,Europe,Add-on Services,43,13668.91,8,Medium,Live Chat
CX02360,46-55,Asia Pacific,Add-on Services,41,4103.81,3,Low,Live Chat
CX02361,46-55,Latin America,Basic Plan,44,41615.4,2,Low,Live Chat
CX02362,36-45,Asia Pacific,Basic Plan,17,42243.74,4,Medium,Live Chat
CX02363,26-35,Europe,Enterprise Plan,55,25697.05,10,Low,Website
CX02364,26-35,Latin America,Pro Plan,1,822.41,8,Medium,Live Chat
CX02365,46-55,Latin America,Basic Plan,4,6280.81,6,High,Mobile App
CX02366,18-25,North America,Pro Plan,53,30788.55,0,Low,Website
CX02367,46-55,North America,Enterprise Plan,6,15005.21,9,Low,In-Store
CX02368,36-45,North America,Add-on Services,27,38795.89,10,High,Mobile App
CX02369,55+,Latin America,Add-on Services,41,7610.58,5,Low,In-Store
CX02370,36-45,Asia Pacific,Basic Plan,58,25015.81,7,High,Phone
CX02371,46-55,Europe,Basic Plan,46,47175.08,2,High,Email
CX02372,46-55,Europe,Pro Plan,23,1463.39,1,High,Email
CX02373,46-55,Latin America,Basic Plan,11,28488.36,9,Low,Phone
CX02374,18-25,Latin America,Enterprise Plan,5,48529.7,3,Low,Email
CX02375,26-35,North America,Pro Plan,60,16052.91,2,Low,Phone
CX02376,46-55,North America,Add-on Services,35,46394.76,7,Low,Mobile App
CX02377,26-35,North America,Basic Plan,39,8587.45,6,Low,Mobile App
CX02378,46-55,Europe,Enterprise Plan,9,23652.52,8,High,Phone
CX02379,46-55,North America,Pro Plan,14,22650.72,10,High,Phone
CX02380,36-45,Asia Pacific,Basic Plan,47,48081.27,9,Medium,Website
CX02381,26-35,Latin America,Enterprise Plan,33,2628.56,1,Medium,Phone
CX02382,36-45,North America,Pro Plan,29,10642.07,4,Low,Email
CX02383,46-55,North America,Pro Plan,58,23428.65,7,High,Live Chat
CX02384,26-35,Europe,Basic Plan,1,41780.91,10,Low,Email
CX02385,55+,Europe,Basic Plan,41,10072.58,8,Medium,Mobile App
CX02386,55+,Asia Pacific,Add-on Services,51,36695.81,9,Medium,Mobile App
CX02387,46-55,Europe,Pro Plan,57,6191.78,8,Low,Live Chat
CX02388,36-45,Latin America,Basic Plan,22,11830.96,7,High,Website
CX02389,46-55,Latin America,Add-on Services,44,46391.72,1,Medium,Email
CX02390,18-25,Latin America,Add-on Services,16,45065.47,8,Low,Website
CX02391,36-45,North America,Add-on Services,35,7609.66,10,Low,Mobile App
CX02392,26-35,Asia Pacific,Enterprise Plan,44,8381.25,6,High,In-Store
CX02393,36-45,North America,Enterprise Plan,35,49449.23,1,High,Phone
CX02394,46-55,Europe,Basic Plan,34,32739.43,2,Low,Live Chat
CX02395,26-35,Asia Pacific,Add-on Services,30,37870.67,0,High,Live Chat
CX02396,55+,Asia Pacific,Pro Plan,28,31360.13,8,Medium,Live Chat
CX02397,18-25,Europe,Pro Plan,58,45970.01,5,Low,Live Chat
CX02398,26-35,Latin America,Enterprise Plan,33,48468.75,10,Low,Phone
CX02399,55+,Asia Pacific,Basic Plan,42,4658.7,5,Medium,In-Store
CX02400,55+,Latin America,Basic Plan,45,32914.23,1,Medium,Mobile App
CX02401,26-35,Latin America,Add-on Services,25,24141.27,8,High,Mobile App
CX02402,18-25,Latin America,Enterprise Plan,25,39122.27,9,Low,In-Store
CX02403,46-55,Latin America,Add-on Services,25,27327.85,9,High,Email
CX02404,55+,Latin America,Pro Plan,54,41787.36,5,High,Live Chat
CX02405,26-35,Latin America,Basic Plan,51,32343.63,5,High,Live Chat
CX02406,18-25,Latin America,Pro Plan,44,31447.41,3,Medium,Website
CX02407,36-45,North America,Enterprise Plan,49,49726.41,6,High,Live Chat
CX02408,36-45,Latin America,Basic Plan,2,33814.06,2,Medium,Live Chat
CX02409,26-35,Asia Pacific,Enterprise Plan,18,12934.68,8,Medium,Email
CX02410,55+,Latin America,Pro Plan,9,17974.49,9,Medium,Mobile App
CX02411,26-35,Europe,Enterprise Plan,51,19873.58,3,Low,Live Chat
CX02412,55+,North America,Enterprise Plan,26,8638.87,1,High,In-Store
CX02413,36-45,Europe,Enterprise Plan,47,49474.37,7,Low,Phone
CX02414,46-55,Europe,Pro Plan,26,47330.2,3,High,Mobile App
CX02415,36-45,Asia Pacific,Basic Plan,15,43092.28,8,Low,Live Chat
CX02416,46-55,Asia Pacific,Enterprise Plan,2,47605.6,7,High,Phone
CX02417,46-55,Asia Pacific,Basic Plan,40,16361.85,7,High,Phone
CX02418,36-45,Europe,Basic Plan,13,15677.66,9,Low,In-Store
CX02419,55+,North America,Basic Plan,59,24320.26,7,Low,Website
CX02420,26-35,Asia Pacific,Pro Plan,18,39775.85,1,Medium,Mobile App
CX02421,46-55,Asia Pacific,Basic Plan,21,15035.67,1,Medium,Phone
CX02422,26-35,North America,Pro Plan,47,9088.73,9,Low,Email
CX02423,46-55,North America,Pro Plan,52,21599.38,5,Low,Website
CX02424,55+,Asia Pacific,Pro Plan,45,43280.81,1,Medium,Website
CX02425,18-25,Asia Pacific,Pro Plan,30,19455.15,8,Low,In-Store
CX02426,55+,Latin America,Basic Plan,39,36758.84,2,Medium,Website
CX02427,36-45,Asia Pacific,Pro Plan,16,42312.76,8,High,Phone
CX02428,46-55,Europe,Pro Plan,60,16879.21,6,Medium,Website
CX02429,36-45,Latin America,Add-on Services,35,22388.97,4,Low,Mobile App
CX02430,46-55,Asia Pacific,Enterprise Plan,48,44711.96,4,High,In-Store
CX02431,36-45,Latin America,Enterprise Plan,51,43406.29,9,Medium,Mobile App
CX02432,55+,Europe,Enterprise Plan,40,45569.09,1,High,Email
CX02433,36-45,North America,Pro Plan,60,42625.15,0,Low,Mobile App
CX02434,36-45,Asia Pacific,Pro Plan,38,32543.33,3,Low,Mobile App
CX02435,26-35,North America,Enterprise Plan,56,16210.16,3,Low,Phone
CX02436,36-45,Latin America,Basic Plan,34,10602.52,10,Medium,Live Chat
CX02437,26-35,North America,Enterprise Plan,20,14575.97,8,High,Live Chat
CX02438,46-55,Latin America,Add-on Services,10,25229.43,3,Medium,Email
CX02439,46-55,Asia Pacific,Add-on Services,10,37471.56,2,Medium,Live Chat
CX02440,26-35,Asia Pacific,Enterprise Plan,14,47510.31,1,High,Mobile App
CX02441,26-35,North America,Pro Plan,13,41898.76,2,Low,Live Chat
CX02442,26-35,North America,Enterprise Plan,40,5083.9,6,High,Website
CX02443,18-25,Europe,Add-on Services,17,24732.12,3,High,Live Chat
CX02444,46-55,Asia Pacific,Basic Plan,35,8670.43,7,Medium,Live Chat
CX02445,18-25,Latin America,Pro Plan,51,9442.93,5,Medium,Email
CX02446,36-45,Asia Pacific,Enterprise Plan,36,31572.86,7,Low,Email
CX02447,26-35,North America,Enterprise Plan,10,31121.27,8,High,In-Store
CX02448,46-55,Latin America,Pro Plan,47,5561.37,0,High,Mobile App
CX02449,46-55,North America,Add-on Services,12,3634.44,10,Low,Mobile App
CX02450,46-55,Europe,Pro Plan,54,46341.31,5,Low,Mobile App
CX02451,26-35,Europe,Add-on Services,57,8974.03,1,High,Email
CX02452,36-45,North America,Enterprise Plan,16,27880.25,2,Low,Mobile App
CX02453,36-45,Asia Pacific,Pro Plan,51,29091.46,8,Low,Phone
CX02454,55+,Asia Pacific,Enterprise Plan,27,6546.75,10,Medium,In-Store
CX02455,46-55,Europe,Pro Plan,52,19957.55,3,Low,Live Chat
CX02456,36-45,Asia Pacific,Enterprise Plan,37,40632.79,7,High,In-Store
CX02457,18-25,Europe,Add-on Services,39,41331.02,9,Medium,Website
CX02458,26-35,Europe,Add-on Services,5,8523.43,5,Low,In-Store
CX02459,55+,Latin America,Add-on Services,47,6069.4,7,High,Phone
CX02460,26-35,Europe,Pro Plan,10,1889.88,10,Low,Mobile App
CX02461,36-45,Latin America,Basic Plan,36,9827.8,0,Low,Phone
CX02462,55+,Latin America,Add-on Services,34,25421.31,9,Medium,Phone
CX02463,26-35,Asia Pacific,Enterprise Plan,12,12221.39,8,Medium,Website
CX02464,18-25,Europe,Basic Plan,18,48910.5,3,Medium,In-Store
CX02465,18-25,Asia Pacific,Basic Plan,30,3787.22,2,Low,In-Store
CX02466,55+,North America,Basic Plan,50,7886.16,9,Low,In-Store
CX02467,55+,Asia Pacific,Basic Plan,6,15488.14,7,Medium,In-Store
CX02468,55+,Europe,Basic Plan,40,41250.83,0,High,Email
CX02469,46-55,North America,Pro Plan,44,29877.51,1,High,Website
CX02470,26-35,Latin America,Basic Plan,41,7971.12,2,Low,Mobile App
CX02471,26-35,North America,Add-on Services,27,23594.36,10,Low,Website
CX02472,18-25,North America,Basic Plan,8,19437.81,1,Low,Mobile App
CX02473,18-25,North America,Basic Plan,29,7231.35,5,High,In-Store
CX02474,55+,Latin America,Pro Plan,13,46311.41,3,Low,Phone
CX02475,55+,Europe,Add-on Services,25,17197.0,8,Low,In-Store
CX02476,26-35,Latin America,Enterprise Plan,50,26289.14,2,Medium,Mobile App
CX02477,18-25,North America,Enterprise Plan,2,39596.93,10,Medium,In-Store
CX02478,55+,Europe,Enterprise Plan,56,932.74,10,Medium,Mobile App
CX02479,26-35,Asia Pacific,Add-on Services,9,1347.19,9,Low,In-Store
CX02480,36-45,Asia Pacific,Add-on Services,54,39653.29,10,Low,Mobile App
CX02481,55+,Asia Pacific,Pro Plan,50,34880.75,7,Low,Website
CX02482,26-35,Latin America,Basic Plan,10,14135.37,6,Medium,Live Chat
CX02483,36-45,Asia Pacific,Add-on Services,20,38247.32,2,Low,Website
CX02484,36-45,North America,Pro Plan,2,7471.87,7,Low,Email
CX02485,18-25,Asia Pacific,Pro Plan,31,11924.94,7,Medium,Website
CX02486,26-35,North America,Add-on Services,47,36216.6,1,Medium,Email
CX02487,55+,North America,Add-on Services,15,6934.39,4,High,In-Store
CX02488,18-25,Asia Pacific,Enterprise Plan,17,47669.27,2,High,In-Store
CX02489,18-25,Europe,Enterprise Plan,3,12860.02,1,Low,Live Chat
CX02490,36-45,Latin America,Add-on Services,37,45753.22,10,Medium,Phone
CX02491,46-55,Asia Pacific,Basic Plan,24,22419.21,10,Medium,Phone
CX02492,36-45,Latin America,Pro Plan,16,12938.42,1,Low,Phone
CX02493,46-55,Latin America,Basic Plan,8,2684.12,0,Low,Live Chat
CX02494,18-25,North America,Pro Plan,2,40401.79,6,High,Mobile App
CX02495,18-25,Latin America,Add-on Services,18,38290.49,1,Medium,Mobile App
CX02496,46-55,North America,Basic Plan,34,5322.7,10,Medium,Email
CX02497,18-25,Europe,Basic Plan,56,36129.73,5,High,Website
CX02498,46-55,North America,Pro Plan,33,2601.31,7,Low,Mobile App
CX02499,18-25,Latin America,Pro Plan,22,4445.53,0,Medium,Phone
CX02500,55+,Asia Pacific,Add-on Services,20,10374.98,6,Low,Website
CX02501,26-35,North America,Basic Plan,37,22037.26,5,High,Live Chat
CX02502,36-45,Latin America,Add-on Services,46,21759.5,4,Medium,Website
CX02503,26-35,North America,Basic Plan,22,10348.76,10,Low,Live Chat
CX02504,46-55,Europe,Add-on Services,60,13083.95,6,Medium,Email
CX02505,26-35,North America,Enterprise Plan,38,3671.69,3,Low,In-Store
CX02506,46-55,North America,Basic Plan,4,49001.23,6,Medium,Email
CX02507,18-25,Asia Pacific,Enterprise Plan,41,29671.05,1,Low,Website
CX02508,46-55,Latin America,Add-on Services,8,45739.51,0,Low,In-Store
CX02509,36-45,Europe,Basic Plan,53,35887.69,10,High,Phone
CX02510,55+,North America,Enterprise Plan,16,33551.63,1,Medium,Mobile App
CX02511,18-25,Asia Pacific,Basic Plan,52,29687.46,10,High,Email
CX02512,46-55,Latin America,Pro Plan,42,3723.37,7,High,Email
