interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT014152,CX00617,2026-02-03,Email,Onboarding,Pro Plan,Europe,3.71,4.91,Resolved,1,2.2,Positive,26-35,24
INT014153,CX03523,2025-10-15,Mobile App,Onboarding,Add-on Services,North America,3.22,0.07,Resolved,0,4.6,Positive,55+,7
INT014154,CX02029,2026-03-12,In-Store,Support,Add-on Services,Asia Pacific,4.49,0.83,Resolved,0,4.8,Positive,36-45,21
INT014155,CX04230,2026-02-27,Phone,Support,Basic Plan,Latin America,3.14,0.4,Resolved,0,2.7,Positive,26-35,21
INT014156,CX02600,2025-07-03,Email,Support,Add-on Services,Latin America,3.84,3.55,Pending,0,2.6,Negative,55+,8
INT014157,CX03990,2025-09-21,Website,Complaint,Enterprise Plan,Asia Pacific,2.73,0.07,Pending,0,3.6,Positive,36-45,54
INT014158,CX03026,2026-04-18,Mobile App,Feedback,Add-on Services,North America,2.84,0.1,Resolved,0,4.1,Positive,26-35,20
INT014159,CX00690,2026-05-26,Live Chat,Purchase,Enterprise Plan,North America,4.34,0.13,Escalated,0,4.3,Negative,26-35,18
INT014160,CX00807,2026-04-09,Mobile App,Onboarding,Enterprise Plan,North America,3.16,0.08,Resolved,1,2.5,Positive,26-35,40
INT014161,CX01429,2025-10-30,Phone,Support,Add-on Services,North America,3.84,0.46,Resolved,1,4.5,Positive,26-35,50
INT014162,CX02464,2026-01-22,Live Chat,Onboarding,Basic Plan,Europe,4.45,0.12,Escalated,1,3.5,Positive,18-25,18
INT014163,CX00525,2026-03-01,Phone,Renewal,Pro Plan,Europe,4.44,0.33,Resolved,0,4.8,Positive,36-45,59
INT014164,CX01421,2025-06-27,Website,Complaint,Enterprise Plan,North America,2.97,0.13,Resolved,1,3.2,Positive,26-35,37
INT014165,CX00472,2025-09-03,In-Store,Renewal,Basic Plan,Asia Pacific,3.75,0.98,Pending,1,1.5,Negative,36-45,5
INT014166,CX01453,2025-07-10,Website,Complaint,Enterprise Plan,Europe,1.55,0.08,Resolved,0,4.9,Negative,18-25,54
INT014167,CX00149,2026-04-20,Phone,Feedback,Add-on Services,North America,4.86,0.45,Resolved,1,3.2,Positive,36-45,5
INT014168,CX03703,2025-09-26,Live Chat,Support,Pro Plan,Europe,4.0,0.23,Resolved,0,4.7,Neutral,36-45,20
INT014169,CX01143,2025-09-06,Phone,Complaint,Pro Plan,Latin America,3.38,0.49,Resolved,1,4.7,Neutral,36-45,36
INT014170,CX02338,2026-02-06,In-Store,Renewal,Basic Plan,North America,3.86,0.55,Escalated,0,2.2,Positive,55+,48
INT014171,CX04536,2026-04-01,In-Store,Feedback,Pro Plan,Asia Pacific,3.02,0.64,Pending,0,3.6,Negative,36-45,40
INT014172,CX02558,2025-09-19,Email,Feedback,Pro Plan,Asia Pacific,3.35,3.55,Resolved,1,4.7,Positive,36-45,4
INT014173,CX04813,2026-03-14,Email,Purchase,Pro Plan,Asia Pacific,3.71,3.1,Pending,1,4.9,Positive,55+,2
INT014174,CX01114,2026-05-10,Email,Onboarding,Enterprise Plan,Latin America,4.17,3.11,Resolved,1,1.2,Neutral,26-35,35
INT014175,CX04070,2025-07-26,Email,Onboarding,Add-on Services,Europe,3.28,2.94,Resolved,1,4.6,Negative,26-35,55
INT014176,CX00889,2026-02-03,Mobile App,Renewal,Basic Plan,Latin America,3.82,0.13,Pending,1,2.9,Negative,18-25,5
INT014177,CX02208,2025-11-18,Website,Renewal,Add-on Services,Asia Pacific,3.92,0.09,Escalated,0,1.5,Neutral,55+,57
INT014178,CX01045,2026-05-03,Live Chat,Purchase,Enterprise Plan,North America,4.21,0.22,Escalated,1,3.9,Neutral,36-45,3
INT014179,CX02222,2026-05-16,Live Chat,Renewal,Basic Plan,Europe,3.04,0.19,Escalated,0,1.8,Negative,36-45,49
INT014180,CX00424,2025-06-26,Website,Feedback,Add-on Services,Latin America,2.59,0.11,Resolved,1,1.8,Neutral,18-25,33
INT014181,CX04920,2025-09-08,Website,Feedback,Add-on Services,North America,2.81,0.12,Resolved,1,4.2,Neutral,55+,48
INT014182,CX01189,2026-01-23,Live Chat,Purchase,Pro Plan,Asia Pacific,4.38,0.29,Resolved,1,4.8,Positive,26-35,44
INT014183,CX04990,2025-10-18,Phone,Support,Enterprise Plan,Asia Pacific,3.08,0.26,Resolved,1,4.5,Neutral,55+,28
INT014184,CX00848,2025-08-17,Live Chat,Support,Basic Plan,Latin America,3.37,0.13,Escalated,1,3.5,Neutral,55+,19
INT014185,CX02106,2026-02-06,Email,Purchase,Pro Plan,North America,4.26,3.12,Resolved,0,4.7,Positive,55+,43
INT014186,CX01988,2025-10-20,Email,Onboarding,Add-on Services,Asia Pacific,3.32,3.54,Pending,1,4.0,Positive,36-45,28
INT014187,CX00044,2025-11-17,Live Chat,Feedback,Enterprise Plan,North America,3.73,0.27,Escalated,1,1.1,Neutral,55+,60
INT014188,CX02680,2026-05-14,Phone,Purchase,Pro Plan,Latin America,4.29,0.29,Resolved,1,3.2,Neutral,46-55,51
INT014189,CX03720,2026-01-25,Phone,Support,Add-on Services,Europe,4.17,0.23,Resolved,1,3.4,Neutral,36-45,39
INT014190,CX04179,2026-03-16,Mobile App,Complaint,Enterprise Plan,Europe,2.27,0.09,Pending,1,3.0,Positive,26-35,7
INT014191,CX02202,2026-03-25,Mobile App,Purchase,Add-on Services,Latin America,4.43,0.17,Resolved,0,2.0,Positive,46-55,51
INT014192,CX04542,2025-10-03,Email,Complaint,Basic Plan,North America,2.23,1.5,Resolved,1,1.7,Positive,26-35,17
INT014193,CX04374,2026-03-18,Phone,Onboarding,Enterprise Plan,Latin America,3.19,0.3,Pending,0,4.4,Positive,36-45,57
INT014194,CX03355,2025-07-31,Phone,Feedback,Pro Plan,Europe,3.49,0.49,Resolved,0,4.5,Negative,55+,2
INT014195,CX04760,2025-08-25,Live Chat,Complaint,Enterprise Plan,Asia Pacific,2.68,0.16,Resolved,1,4.3,Positive,18-25,12
INT014196,CX04205,2025-10-09,Mobile App,Onboarding,Add-on Services,Latin America,3.02,0.05,Resolved,1,3.6,Neutral,26-35,58
INT014197,CX02530,2025-11-13,Mobile App,Complaint,Add-on Services,North America,2.58,0.15,Resolved,1,1.6,Positive,36-45,8
INT014198,CX01174,2025-09-14,Phone,Onboarding,Pro Plan,Asia Pacific,4.06,0.32,Escalated,1,1.2,Negative,18-25,20
INT014199,CX01200,2026-03-04,Live Chat,Purchase,Basic Plan,Latin America,4.48,0.23,Resolved,1,1.2,Positive,26-35,22
INT014200,CX02514,2025-09-19,Live Chat,Onboarding,Pro Plan,North America,4.19,0.19,Pending,1,4.6,Negative,46-55,14
INT014201,CX02393,2025-12-14,Website,Renewal,Enterprise Plan,North America,4.18,0.18,Resolved,1,1.9,Negative,36-45,35
INT014202,CX04559,2025-11-27,Website,Support,Add-on Services,Asia Pacific,3.22,0.1,Resolved,1,2.6,Negative,18-25,2
INT014203,CX02851,2025-09-19,Phone,Support,Enterprise Plan,Latin America,4.17,0.46,Resolved,1,1.2,Positive,46-55,40
INT014204,CX02617,2025-07-16,In-Store,Feedback,Pro Plan,Latin America,4.64,0.43,Resolved,1,1.9,Neutral,36-45,25
INT014205,CX01233,2025-09-03,In-Store,Purchase,Pro Plan,North America,4.38,0.67,Escalated,0,4.2,Negative,26-35,2
INT014206,CX01399,2025-12-17,Live Chat,Feedback,Pro Plan,North America,3.84,0.23,Resolved,1,3.5,Negative,26-35,25
INT014207,CX01669,2026-04-11,Email,Feedback,Basic Plan,Europe,3.09,1.9,Pending,1,4.2,Positive,36-45,21
INT014208,CX03046,2025-09-20,Website,Renewal,Basic Plan,Europe,3.69,0.05,Resolved,1,2.6,Positive,18-25,45
INT014209,CX01455,2026-03-11,Phone,Support,Add-on Services,North America,4.29,0.29,Resolved,1,4.1,Positive,46-55,9
INT014210,CX04580,2026-03-19,In-Store,Feedback,Basic Plan,Latin America,3.37,0.6,Resolved,0,2.9,Negative,18-25,8
INT014211,CX01611,2026-05-02,Website,Complaint,Basic Plan,Latin America,2.41,0.13,Pending,1,3.5,Neutral,55+,55
INT014212,CX03634,2025-12-15,Email,Purchase,Pro Plan,Latin America,3.96,1.72,Escalated,0,2.1,Negative,26-35,18
INT014213,CX00764,2025-08-01,Email,Onboarding,Basic Plan,Latin America,4.74,3.18,Resolved,1,3.1,Positive,55+,36
INT014214,CX03829,2026-01-11,Mobile App,Purchase,Basic Plan,Latin America,3.58,0.12,Escalated,1,2.6,Positive,36-45,34
INT014215,CX01479,2025-08-02,Mobile App,Renewal,Pro Plan,Asia Pacific,3.01,0.16,Resolved,0,1.1,Negative,55+,36
INT014216,CX04689,2025-06-11,Email,Support,Enterprise Plan,Latin America,3.73,1.36,Pending,1,2.7,Positive,18-25,10
INT014217,CX03615,2026-04-23,In-Store,Feedback,Basic Plan,Europe,4.09,0.63,Resolved,1,1.8,Positive,26-35,25
INT014218,CX00693,2026-02-17,Mobile App,Support,Add-on Services,Asia Pacific,4.4,0.15,Pending,1,2.0,Neutral,18-25,5
INT014219,CX04064,2026-01-18,Live Chat,Complaint,Pro Plan,North America,1.83,0.2,Resolved,1,4.2,Neutral,46-55,1
INT014220,CX02829,2025-08-09,Live Chat,Onboarding,Add-on Services,Asia Pacific,4.49,0.28,Pending,1,4.7,Positive,55+,11
INT014221,CX03661,2026-04-24,In-Store,Complaint,Enterprise Plan,North America,3.18,0.27,Resolved,1,3.6,Negative,26-35,26
INT014222,CX02212,2026-05-22,Email,Feedback,Add-on Services,Europe,2.85,2.63,Resolved,1,4.1,Neutral,36-45,17
INT014223,CX01985,2026-01-26,Phone,Purchase,Basic Plan,Asia Pacific,4.7,0.1,Pending,1,1.9,Negative,36-45,23
INT014224,CX03749,2026-03-20,Website,Support,Pro Plan,Latin America,3.01,0.06,Resolved,0,3.4,Negative,55+,55
INT014225,CX00762,2026-05-11,In-Store,Renewal,Add-on Services,Asia Pacific,3.37,0.51,Resolved,1,4.5,Negative,46-55,40
INT014226,CX03091,2026-03-15,Mobile App,Complaint,Enterprise Plan,Latin America,1.9,0.17,Escalated,1,3.6,Positive,55+,31
INT014227,CX00456,2025-06-08,Live Chat,Purchase,Add-on Services,Europe,4.06,0.24,Escalated,1,2.4,Negative,18-25,23
INT014228,CX03786,2026-03-25,In-Store,Purchase,Basic Plan,Europe,3.86,0.15,Pending,0,4.2,Neutral,46-55,44
INT014229,CX04651,2025-09-08,Live Chat,Onboarding,Add-on Services,Asia Pacific,3.53,0.22,Pending,1,3.8,Neutral,46-55,52
INT014230,CX00203,2025-11-15,Live Chat,Purchase,Pro Plan,Asia Pacific,4.72,0.12,Escalated,1,1.5,Negative,36-45,22
INT014231,CX02733,2025-12-17,Email,Complaint,Enterprise Plan,North America,1.87,1.69,Escalated,0,3.5,Positive,55+,12
INT014232,CX04264,2025-12-15,Mobile App,Feedback,Pro Plan,North America,2.95,0.07,Resolved,1,3.3,Neutral,46-55,47
INT014233,CX04081,2025-09-25,In-Store,Support,Basic Plan,North America,2.88,0.85,Resolved,1,4.2,Negative,55+,27
INT014234,CX03438,2026-03-04,Website,Onboarding,Pro Plan,Latin America,3.1,0.17,Escalated,1,3.3,Positive,18-25,15
INT014235,CX00914,2025-11-20,Email,Support,Pro Plan,Latin America,3.82,4.61,Escalated,0,2.2,Positive,26-35,56
INT014236,CX02728,2025-07-18,In-Store,Complaint,Pro Plan,Latin America,1.61,0.55,Escalated,1,2.6,Positive,18-25,58
INT014237,CX00166,2026-02-23,Website,Complaint,Basic Plan,North America,3.18,0.16,Escalated,1,2.8,Positive,46-55,31
INT014238,CX02165,2025-07-19,In-Store,Complaint,Enterprise Plan,Asia Pacific,1.57,0.6,Resolved,1,1.5,Neutral,18-25,13
INT014239,CX03361,2026-05-25,In-Store,Complaint,Basic Plan,North America,2.58,0.2,Escalated,0,3.1,Neutral,26-35,17
INT014240,CX04869,2026-02-15,Website,Onboarding,Enterprise Plan,Europe,3.89,0.15,Resolved,0,2.1,Positive,46-55,16
INT014241,CX00703,2025-07-24,In-Store,Support,Basic Plan,Europe,2.6,0.24,Resolved,0,4.4,Positive,46-55,45
INT014242,CX02912,2025-09-01,Live Chat,Feedback,Pro Plan,Asia Pacific,3.26,0.19,Resolved,1,2.4,Negative,18-25,53
INT014243,CX02198,2025-10-10,Mobile App,Onboarding,Enterprise Plan,Asia Pacific,4.94,0.11,Resolved,1,2.0,Negative,18-25,45
INT014244,CX00057,2026-02-18,In-Store,Support,Basic Plan,North America,4.18,0.4,Resolved,0,3.2,Positive,36-45,39
INT014245,CX03294,2025-12-20,Live Chat,Renewal,Pro Plan,North America,3.9,0.23,Resolved,0,2.2,Negative,46-55,3
INT014246,CX03730,2025-09-07,Live Chat,Onboarding,Enterprise Plan,Europe,4.79,0.18,Escalated,1,1.2,Positive,55+,48
INT014247,CX02148,2025-11-08,Phone,Purchase,Enterprise Plan,Europe,4.37,0.29,Pending,1,4.1,Neutral,18-25,36
INT014248,CX01881,2026-02-08,Email,Complaint,Basic Plan,Asia Pacific,2.16,4.95,Resolved,1,1.7,Positive,46-55,41
INT014249,CX02428,2026-03-15,Website,Support,Pro Plan,Europe,4.2,0.13,Resolved,1,4.0,Negative,46-55,60
INT014250,CX01653,2026-04-24,Live Chat,Onboarding,Basic Plan,Asia Pacific,4.4,0.29,Resolved,1,3.8,Neutral,36-45,42
INT014251,CX03294,2026-02-11,Email,Renewal,Pro Plan,North America,3.11,4.51,Resolved,1,4.0,Neutral,46-55,3
INT014252,CX00989,2025-11-17,In-Store,Renewal,Basic Plan,North America,4.46,0.98,Resolved,1,2.8,Neutral,55+,38
INT014253,CX03143,2025-12-15,In-Store,Feedback,Add-on Services,Asia Pacific,4.6,0.99,Resolved,0,4.1,Negative,55+,28
INT014254,CX04665,2026-02-11,Website,Complaint,Pro Plan,North America,2.92,0.13,Resolved,1,3.6,Positive,36-45,59
INT014255,CX00277,2026-04-20,Live Chat,Onboarding,Enterprise Plan,Asia Pacific,3.88,0.19,Resolved,1,4.5,Positive,46-55,44
INT014256,CX03816,2026-03-20,Live Chat,Complaint,Enterprise Plan,Latin America,3.19,0.22,Escalated,1,3.4,Positive,55+,53
INT014257,CX03211,2026-02-06,Website,Complaint,Pro Plan,Asia Pacific,2.14,0.11,Resolved,1,2.3,Positive,36-45,25
INT014258,CX01579,2026-03-16,Phone,Complaint,Basic Plan,North America,1.63,0.37,Resolved,0,3.1,Negative,46-55,56
INT014259,CX00524,2025-12-29,Phone,Onboarding,Add-on Services,Asia Pacific,4.8,0.31,Resolved,0,1.6,Negative,55+,57
INT014260,CX02098,2025-10-04,Website,Complaint,Basic Plan,Asia Pacific,3.25,0.18,Escalated,1,3.7,Positive,55+,27
INT014261,CX04897,2026-02-23,In-Store,Feedback,Basic Plan,Europe,2.88,0.31,Resolved,1,1.9,Negative,36-45,40
INT014262,CX03039,2025-07-28,Live Chat,Support,Pro Plan,Asia Pacific,3.92,0.26,Resolved,1,5.0,Negative,55+,16
INT014263,CX03120,2025-06-11,In-Store,Onboarding,Add-on Services,Europe,3.75,0.4,Pending,0,2.7,Neutral,46-55,12
INT014264,CX04024,2026-02-16,Mobile App,Feedback,Pro Plan,Asia Pacific,3.94,0.18,Escalated,1,1.5,Negative,36-45,43
INT014265,CX04872,2026-04-22,Phone,Complaint,Basic Plan,North America,3.49,0.35,Pending,1,4.8,Negative,46-55,43
INT014266,CX04185,2025-07-31,Live Chat,Purchase,Enterprise Plan,Asia Pacific,3.97,0.23,Resolved,1,5.0,Neutral,26-35,60
INT014267,CX04129,2025-11-07,Email,Purchase,Add-on Services,North America,3.74,2.65,Escalated,1,4.2,Negative,36-45,18
INT014268,CX00459,2025-10-27,Phone,Onboarding,Pro Plan,Europe,5.0,0.21,Escalated,1,3.7,Negative,18-25,2
INT014269,CX00426,2026-03-22,Email,Complaint,Basic Plan,Europe,2.97,1.35,Resolved,1,2.4,Neutral,18-25,3
INT014270,CX04411,2026-04-14,Phone,Onboarding,Pro Plan,North America,3.61,0.39,Resolved,1,3.0,Neutral,26-35,49
INT014271,CX01553,2026-03-08,Phone,Renewal,Enterprise Plan,Asia Pacific,3.52,0.2,Resolved,0,1.2,Positive,26-35,60
INT014272,CX02182,2025-08-26,Website,Purchase,Pro Plan,North America,4.62,0.07,Resolved,1,2.3,Positive,36-45,11
INT014273,CX00284,2026-01-27,Email,Feedback,Basic Plan,North America,3.77,4.11,Pending,1,2.5,Neutral,26-35,27
INT014274,CX04347,2025-12-19,Website,Purchase,Basic Plan,Europe,3.83,0.05,Resolved,1,2.8,Neutral,26-35,50
INT014275,CX03616,2026-05-12,Website,Feedback,Enterprise Plan,Asia Pacific,4.76,0.17,Resolved,1,1.8,Negative,18-25,25
INT014276,CX04102,2026-02-13,Phone,Purchase,Add-on Services,Asia Pacific,3.69,0.11,Pending,1,1.8,Neutral,55+,34
INT014277,CX00651,2025-10-08,Website,Onboarding,Enterprise Plan,Latin America,3.22,0.16,Resolved,0,4.6,Negative,26-35,23
INT014278,CX00481,2026-05-12,Mobile App,Purchase,Basic Plan,Europe,4.86,0.11,Resolved,0,3.7,Neutral,18-25,6
INT014279,CX02210,2025-08-12,Website,Support,Basic Plan,Latin America,3.43,0.17,Resolved,1,3.1,Positive,55+,19
INT014280,CX04681,2025-08-14,Email,Renewal,Add-on Services,North America,3.25,4.21,Pending,1,2.1,Positive,18-25,41
INT014281,CX03130,2025-06-23,Website,Complaint,Enterprise Plan,Asia Pacific,3.06,0.12,Escalated,0,3.5,Negative,36-45,11
INT014282,CX02454,2025-12-03,Phone,Renewal,Enterprise Plan,Asia Pacific,3.02,0.34,Resolved,1,3.6,Positive,55+,27
INT014283,CX00337,2025-12-21,Mobile App,Complaint,Basic Plan,Latin America,3.47,0.06,Escalated,0,3.5,Negative,36-45,24
INT014284,CX03522,2026-04-22,Website,Renewal,Enterprise Plan,Europe,4.18,0.16,Pending,1,1.6,Positive,46-55,37
INT014285,CX02834,2025-08-26,Phone,Support,Enterprise Plan,Asia Pacific,3.44,0.31,Escalated,0,4.3,Negative,46-55,27
INT014286,CX03784,2026-03-23,Mobile App,Onboarding,Enterprise Plan,Latin America,4.04,0.16,Resolved,1,1.2,Positive,26-35,15
INT014287,CX03298,2026-03-02,Mobile App,Support,Pro Plan,Europe,2.92,0.14,Escalated,0,3.2,Positive,46-55,21
INT014288,CX00582,2026-05-28,Live Chat,Support,Basic Plan,Europe,2.66,0.15,Escalated,0,1.9,Negative,55+,44
INT014289,CX03659,2026-01-16,Email,Renewal,Pro Plan,North America,4.36,3.24,Resolved,1,1.0,Negative,18-25,34
INT014290,CX04358,2025-10-13,In-Store,Renewal,Basic Plan,Asia Pacific,3.21,0.7,Resolved,0,3.1,Negative,36-45,55
INT014291,CX01186,2025-09-16,Live Chat,Support,Add-on Services,Asia Pacific,2.84,0.28,Resolved,1,1.5,Neutral,36-45,2
INT014292,CX03411,2025-06-26,Live Chat,Feedback,Basic Plan,Asia Pacific,2.56,0.15,Escalated,0,2.2,Positive,18-25,9
INT014293,CX02316,2025-08-12,Email,Complaint,Enterprise Plan,Latin America,1.76,3.81,Resolved,1,3.6,Positive,46-55,27
INT014294,CX02303,2025-06-20,Email,Purchase,Basic Plan,Asia Pacific,4.53,3.81,Resolved,0,3.4,Neutral,36-45,24
INT014295,CX01645,2025-06-25,Mobile App,Onboarding,Basic Plan,Asia Pacific,3.38,0.15,Escalated,0,3.5,Positive,46-55,15
INT014296,CX02911,2025-10-05,Email,Renewal,Pro Plan,Asia Pacific,3.16,3.76,Resolved,1,2.1,Positive,18-25,2
INT014297,CX03770,2025-10-06,Email,Feedback,Add-on Services,Europe,2.65,4.32,Escalated,0,3.4,Positive,26-35,17
INT014298,CX03425,2025-05-31,Website,Feedback,Add-on Services,Europe,2.94,0.16,Escalated,1,1.5,Positive,26-35,47
INT014299,CX00017,2026-02-24,Mobile App,Complaint,Basic Plan,North America,3.16,0.13,Resolved,0,3.7,Negative,55+,44
INT014300,CX02450,2025-06-15,Email,Support,Pro Plan,Europe,3.56,1.89,Resolved,1,3.9,Positive,46-55,54
INT014301,CX02500,2025-07-11,In-Store,Onboarding,Add-on Services,Asia Pacific,3.02,0.49,Escalated,0,4.1,Positive,55+,20
INT014302,CX03465,2026-04-21,Email,Feedback,Add-on Services,Europe,3.49,2.02,Resolved,1,3.4,Negative,36-45,52
INT014303,CX03067,2025-12-23,Website,Renewal,Enterprise Plan,Europe,3.04,0.08,Escalated,1,2.8,Neutral,18-25,1
INT014304,CX02686,2026-02-06,Email,Complaint,Basic Plan,North America,2.96,3.63,Resolved,1,1.0,Negative,46-55,52
INT014305,CX02795,2025-11-20,Mobile App,Complaint,Pro Plan,Asia Pacific,2.1,0.12,Resolved,1,3.1,Positive,46-55,6
INT014306,CX00490,2025-07-04,Phone,Purchase,Add-on Services,Latin America,4.98,0.15,Resolved,1,2.8,Neutral,36-45,37
INT014307,CX02089,2025-10-12,Phone,Renewal,Pro Plan,Asia Pacific,3.05,0.26,Resolved,0,2.9,Positive,46-55,39
INT014308,CX03333,2026-03-06,Live Chat,Feedback,Basic Plan,Latin America,3.6,0.21,Escalated,1,2.9,Positive,18-25,9
INT014309,CX03539,2026-04-25,Email,Support,Basic Plan,Asia Pacific,3.67,4.4,Pending,1,3.2,Positive,26-35,19
INT014310,CX04220,2025-10-31,Website,Renewal,Add-on Services,North America,3.54,0.18,Resolved,1,1.4,Negative,26-35,45
INT014311,CX02859,2025-11-15,Email,Purchase,Enterprise Plan,North America,4.28,4.18,Escalated,0,2.2,Negative,46-55,43
INT014312,CX01677,2026-04-16,Website,Purchase,Add-on Services,Europe,4.99,0.05,Resolved,0,1.9,Positive,26-35,1
INT014313,CX02468,2026-02-10,Email,Complaint,Basic Plan,Europe,1.98,3.01,Pending,1,1.0,Positive,55+,40
INT014314,CX03435,2025-10-24,Website,Complaint,Basic Plan,North America,1.67,0.14,Escalated,0,1.1,Negative,26-35,41
INT014315,CX01369,2026-02-17,Mobile App,Purchase,Basic Plan,North America,4.45,0.06,Escalated,1,3.9,Positive,26-35,42
INT014316,CX01541,2025-11-16,In-Store,Complaint,Add-on Services,North America,1.84,0.4,Resolved,1,1.1,Positive,36-45,40
INT014317,CX03070,2025-10-06,In-Store,Support,Basic Plan,Europe,4.1,0.52,Resolved,1,1.0,Negative,18-25,22
INT014318,CX04883,2026-04-14,Website,Feedback,Add-on Services,Asia Pacific,2.84,0.07,Escalated,1,4.0,Positive,46-55,46
INT014319,CX01698,2026-05-06,Email,Purchase,Basic Plan,Europe,4.13,3.71,Resolved,1,3.1,Positive,26-35,27
INT014320,CX01718,2026-05-28,Live Chat,Renewal,Add-on Services,Latin America,3.45,0.17,Resolved,1,2.6,Positive,46-55,47
INT014321,CX02735,2025-07-08,Website,Onboarding,Pro Plan,Asia Pacific,3.56,0.1,Resolved,1,4.5,Negative,36-45,46
INT014322,CX01025,2026-03-10,Live Chat,Complaint,Pro Plan,Latin America,2.69,0.15,Resolved,0,2.7,Positive,46-55,28
INT014323,CX03578,2025-11-28,Website,Onboarding,Basic Plan,Latin America,3.47,0.08,Escalated,1,2.4,Neutral,36-45,39
INT014324,CX03888,2025-07-28,In-Store,Complaint,Pro Plan,North America,2.71,0.43,Resolved,0,4.0,Positive,18-25,52
INT014325,CX02767,2025-12-25,Mobile App,Renewal,Pro Plan,North America,4.12,0.19,Resolved,1,2.1,Neutral,36-45,1
INT014326,CX03649,2025-10-22,Email,Renewal,Add-on Services,North America,3.4,1.82,Resolved,1,5.0,Negative,46-55,13
INT014327,CX01602,2025-12-28,Phone,Support,Pro Plan,North America,4.0,0.21,Resolved,1,2.9,Neutral,18-25,44
INT014328,CX04938,2025-07-23,Email,Support,Add-on Services,Europe,2.95,1.58,Resolved,1,1.5,Positive,46-55,52
INT014329,CX04298,2025-06-25,Website,Purchase,Add-on Services,Asia Pacific,4.33,0.19,Resolved,1,2.2,Positive,18-25,31
INT014330,CX01835,2026-01-14,Phone,Purchase,Pro Plan,Europe,4.27,0.24,Resolved,1,3.3,Positive,26-35,14
INT014331,CX03419,2025-07-19,In-Store,Purchase,Add-on Services,Europe,3.57,0.73,Pending,1,3.4,Positive,26-35,2
INT014332,CX02935,2025-09-05,Phone,Support,Enterprise Plan,Europe,2.65,0.13,Pending,1,3.0,Neutral,46-55,19
INT014333,CX00217,2025-06-06,Phone,Support,Enterprise Plan,North America,3.39,0.46,Resolved,1,3.5,Neutral,46-55,15
INT014334,CX03008,2025-08-30,Email,Support,Add-on Services,Europe,2.77,2.52,Resolved,1,5.0,Neutral,46-55,6
INT014335,CX03607,2025-12-19,Website,Feedback,Pro Plan,Latin America,3.16,0.12,Pending,1,3.8,Neutral,18-25,9
INT014336,CX00890,2025-12-20,Email,Renewal,Pro Plan,Latin America,3.84,2.36,Resolved,0,3.5,Neutral,36-45,48
INT014337,CX03504,2025-12-18,Website,Feedback,Pro Plan,Europe,4.36,0.05,Resolved,1,3.7,Positive,36-45,37
INT014338,CX03806,2025-08-12,In-Store,Feedback,Basic Plan,Europe,3.74,0.92,Pending,1,1.5,Positive,36-45,17
INT014339,CX02633,2025-10-11,Website,Feedback,Basic Plan,North America,4.46,0.19,Resolved,1,2.6,Negative,18-25,37
INT014340,CX02076,2026-05-01,Live Chat,Purchase,Basic Plan,North America,4.91,0.14,Resolved,1,2.9,Positive,18-25,17
INT014341,CX01662,2026-01-17,Email,Complaint,Add-on Services,Latin America,2.0,3.18,Resolved,1,4.7,Negative,55+,19
INT014342,CX04198,2025-11-04,Live Chat,Onboarding,Enterprise Plan,North America,3.46,0.2,Escalated,1,1.4,Neutral,36-45,60
INT014343,CX00302,2025-07-08,In-Store,Onboarding,Pro Plan,Latin America,3.88,0.79,Escalated,0,2.6,Neutral,18-25,33
INT014344,CX04226,2025-07-12,Website,Renewal,Basic Plan,Asia Pacific,4.09,0.2,Resolved,1,2.7,Negative,18-25,53
INT014345,CX00029,2026-02-12,Email,Onboarding,Add-on Services,Latin America,3.41,4.14,Resolved,0,4.5,Neutral,46-55,56
INT014346,CX04191,2025-10-30,Mobile App,Onboarding,Basic Plan,Asia Pacific,4.34,0.06,Resolved,1,4.6,Positive,18-25,19
INT014347,CX00079,2025-10-10,Website,Purchase,Add-on Services,Asia Pacific,4.12,0.19,Resolved,1,1.9,Positive,18-25,21
INT014348,CX00778,2025-07-03,Mobile App,Onboarding,Enterprise Plan,North America,3.07,0.07,Resolved,1,4.3,Positive,26-35,22
INT014349,CX01382,2025-06-04,Website,Purchase,Add-on Services,Asia Pacific,4.71,0.08,Resolved,0,3.4,Positive,36-45,10
INT014350,CX03007,2025-11-20,Mobile App,Complaint,Pro Plan,Europe,2.65,0.12,Resolved,0,4.7,Neutral,46-55,22
INT014351,CX00470,2026-03-10,Phone,Support,Enterprise Plan,Latin America,2.82,0.45,Escalated,1,2.1,Positive,46-55,35
INT014352,CX04712,2025-09-22,In-Store,Renewal,Enterprise Plan,Europe,3.9,0.13,Resolved,1,3.1,Neutral,46-55,11
INT014353,CX04053,2026-05-19,Mobile App,Support,Basic Plan,Europe,2.91,0.11,Resolved,0,1.8,Neutral,26-35,17
INT014354,CX00432,2026-03-08,Email,Feedback,Add-on Services,Europe,4.63,3.0,Resolved,1,3.5,Neutral,55+,24
INT014355,CX04643,2026-02-05,Email,Renewal,Basic Plan,North America,3.91,4.49,Resolved,0,2.3,Positive,36-45,19
INT014356,CX04808,2025-07-30,Live Chat,Feedback,Enterprise Plan,Asia Pacific,3.44,0.28,Resolved,1,1.6,Neutral,26-35,30
